bus_id,weight
0,0.0011005532937069051
1,0.0011080009735486044
2,7.581735827643814e-05
3,0.0013035177089316052
4,0.0010752845542783907
5,0.0003653871521963465
6,0.0010971441847725145
7,0.0009707169745089433
8,0.000921124405612557
9,0.0005224751747655448
10,0.0002228380403160074
11,0.0003951608071885586
12,0.0008913441837663936
13,8.290192143175526e-05
14,0.0010860418521072537
15,0.001440334519305371
16,0.0004286939389148663
17,0.0009935438097937626
18,0.0015395079895880268
19,0.0007037260733994879
20,0.0013172696893047932
21,0.0003540687039429852
22,0.0014318470110131077
23,0.0006077999752383251
24,0.00019815267932424065
25,0.0001722467390863794
26,0.0009238244038940192
27,0.0008853384659782101
28,0.0009575980121568835
29,0.0015184261551720387
30,0.0011158472712830894
31,0.0003254721915650514
32,0.001119887514755944
33,0.001210718196984353
34,0.000811774742919889
35,3.808258064115521e-05
36,3.9382907111632516e-05
37,0.0004560067922707011
38,0.0009370114885624226
39,0.00045550137321192613
40,0.0007210363235979198
41,0.0009377098614273649
42,0.0013786461467485988
43,0.0010428793636110176
44,0.0004524807967940407
45,0.00018453947102378126
46,0.0013502338463190914
47,0.0014747861097445993
48,8.488963518475732e-05
49,0.0007234787760764079
50,0.00015451871680433982
51,0.0010227870545180895
52,0.0013073163939217583
53,0.0010246607093894816
54,0.001177247932906603
55,0.000505643555148049
56,0.0008080686751381954
57,5.862825317164074e-05
58,0.0007293935115524871
59,0.0004332190739990978
60,0.0011200299331852418
61,0.0007125415259164114
62,0.00016897106441646066
63,9.580768651239904e-05
64,0.0007570879195746037
65,0.0014742536580385074
66,0.0004105277106305031
67,0.0010589098483250116
68,0.0013572839746932538
69,0.0008453343835970098
70,0.001132969081684747
71,0.0006071170254794576
72,0.0005806475335462907
73,0.0014503530873740782
74,0.0005805463660032144
75,0.00045028528114798296
76,0.00042337445942279767
77,0.00017053947693806666
78,0.001134077406899508
79,0.001107619384596534
80,0.000458063634391961
81,0.0005007427819658998
82,0.00030084815903292045
83,0.0005660226329333964
84,0.0009007012023328516
85,7.814477268477352e-05
86,0.0010434170288067559
87,0.00037457650898139224
88,0.001183595348731602
89,0.001113621222054444
90,0.00034527201357027813
