bus_id,weight
0,0.0005370849838758242
1,0.000524016097744225
2,0.0010889174798780423
3,0.0010107013775541129
4,0.000915138154796006
5,0.0008157286855474377
6,0.00039221742846864743
7,0.00021753996675160037
8,0.0010474275014275888
9,0.0009775736778186038
10,0.0005134739567833862
11,0.0007508549980327602
12,0.0004883661040133502
13,0.0007307965043828072
14,0.0004970393740227982
15,5.212305073352826e-05
16,0.0010948755040701415
17,0.00036778083094563663
18,0.0005964973884959166
19,1.863602501472956e-05
20,2.45617571226939e-05
21,0.00026195153269531913
22,0.001158920442183215
23,0.0007584832913539164
24,3.025097400917405e-05
25,0.0006918870588658346
26,0.0011566383552755292
27,0.0007189350911698364
28,0.0002634662219653029
29,0.0006233724393014728
30,0.0006931814663123719
31,5.103119613017978e-05
32,0.0005115260806362846
33,0.0010868170785729766
34,0.00028257367719942256
35,0.000565509221406886
36,0.0004388877952105987
37,0.0009786260391327784
38,0.0001508722483247078
39,0.0001392528215482038
40,0.0005516892301735305
41,0.0008948837481956676
42,0.0003261436613187869
43,0.0004344357135051282
44,0.0010471596605546533
45,0.0008629549127619539
46,0.0006222183203473605
47,0.0006585178087502773
48,0.0007268824006814444
49,0.001115695595874332
50,0.00019771162073325987
51,0.0007559685520546543
52,0.0004475678421054048
53,6.739548601995426e-05
54,0.0007110763828067915
55,0.0009202763102288461
56,0.0008160793955852781
57,0.00016172601239468283
58,0.0006328038995206361
59,0.0008640966414856322
60,0.0006085798236205267
61,0.00038296914300807585
62,0.00036200624598514144
63,5.387266172665639e-05
64,9.795069934594023e-05
65,0.0002644066537213034
66,0.0007799121272103241
67,0.0005910026767258341
68,0.0010630062484766887
69,0.00033219555144285934
70,0.0010599587298890912
71,0.0007686319863074308
72,0.0011975452623018811
73,0.00044793639991362334
74,0.0011175453936991821
75,0.00017992749146752206
76,0.0008175926397390734
77,0.0008905340861345979
78,0.00031138260734158666
79,0.00016191348539195785
80,0.0002471856687415731
81,0.0009888002009887404
82,0.00014064949099100706
83,0.0009046323582142819
84,0.0007651963641038507
85,0.00027273564709748055
86,0.00015296041520514576
87,0.0005617519450267297
88,0.0004696181993501628
89,0.00016501446125730503
90,0.0009921025113739388
91,0.0006568725670290728
92,8.944011476324204e-06
93,0.0007392265137448422
94,0.00012442560561242143
95,0.0005338637352924339
96,0.0011217865536803909
97,2.7334162265940098e-05
98,0.0009895667665568697
99,0.0004237132205603137
100,0.00011783812164686361
101,4.609794564231356e-05
102,0.0008789357725752214
103,0.00035018615451029724
104,5.813398465016857e-05
105,0.0004986409564944102
106,0.00013907094771424208
107,9.25339524366702e-05
108,0.0003230153430550939
109,0.0011560651493086672
110,0.0005385585063249526
111,0.000718262300317085
112,0.0010349148857453075
113,0.0002579754601611449
114,0.000630354419744153
115,0.0007678661146453052
116,0.0010543894322733198
117,0.000176486266701694
118,8.292659014696852e-05
119,0.00012518079381814313
120,0.00037440201313943943
121,0.0007750380829951213
122,0.000653828865646454
123,0.0008180646405620081
