bus_id,weight
0,0.0024751419839866623
1,0.0019593463479028925
2,0.00023275278071206343
3,0.00010744044532905639
4,0.0016491300451330073
5,0.0023020339203851333
6,0.00033515431863118285
7,0.0019529370191719425
8,0.002035397820604448
9,0.00011180961739288797
10,0.0018390395200861666
11,0.0024766435810813824
12,0.001547098229037903
13,0.002260988952158587
14,0.0006377850193195037
15,0.0007073585127082795
16,0.000626973090083582
17,0.00031858531320474456
18,0.001298259969538354
19,0.0023529678698354117
20,0.0015108709265111478
21,0.000731745366573883
22,0.00024231806000927182
23,0.0019434336745371961
24,0.000578532598796298
25,0.0015162248378481193
26,0.0014891194961895154
27,0.002468439348695943
28,0.0017054782239084366
29,0.0012209264867782772
30,0.002213618569255351
31,7.737899293981216e-05
32,0.0008656307743091593
33,9.273807472592406e-05
34,0.000708930477625482
35,0.0011733399690071562
36,0.0005039200484399605
37,1.9274537171931416e-05
38,0.001923292037333184
39,0.0009381827525577924
40,0.0007830095506037525
41,0.002424158984285025
42,0.0013966230018603548
43,0.0012828661538445245
44,0.0005819802003512198
45,0.001190927062109655
46,0.0017870762866477605
47,0.0014245325704950293
48,0.0004043648478408519
49,0.000678640554585205
50,0.0007534559676139325
51,0.0001795199189694727
52,0.001946055008716849
53,0.0009544639737864814
54,1.2850106381691468e-05
55,0.0013434014744876444
56,8.936369522529204e-05
57,0.001055361889548495
58,2.0593808218584006e-05
59,0.001986725483141812
60,0.0002909028492566909
61,0.001904727304875954
62,0.002284431301854579
63,0.0021261657684692545
64,0.00021697744110283943
65,0.0005540224961861055
66,0.001209286693493587
67,0.001290501453450613
68,0.0013951004062934546
69,0.0008672166891481657
70,0.00018758121725379553
71,4.74854288038827e-05
72,0.0006227534579113113
73,0.0021970150819886672
74,0.002353500816501055
75,0.0017861009948007469
76,0.0018214239204548289
77,0.0010290505329526385
78,0.0006134018314915787
79,0.00047149820427135384
80,0.0020283434770511422
81,0.0018791471481174637
82,0.0005927159210104461
83,0.0018553333773735157
84,0.0023384169757001976
85,0.00020284903094863489
86,0.00019659066941325948
87,0.0022113994053946508
88,0.002378988607693812
89,0.001367341643964812
90,0.0017004098581168503
91,0.0006121874911315367
92,0.0020254207966537516
93,0.0012117905815328097
94,0.001223180820571425
95,0.0006469276402330005
96,6.17410463072289e-05
97,0.002173363000783843
98,0.002363561786325999
99,0.0010334806425662073
100,0.0005434085593386923
101,4.0608562619172864e-05
