bus_id,node_name,node_phase,vr_upper,vr_lower,vi_upper,vi_lower
0,R2-12-47-3_meter_1,A,281.3411729,275.7700605,0.495054188,-1.515146738
1,R2-12-47-3_meter_1,B,-136.7896406,-139.5530677,-236.7471609,-243.5501339
2,R2-12-47-3_meter_1,C,-136.7896406,-139.5530677,243.2498661,236.4528391
3,R2-12-47-3_meter_2,A,280.2364584,274.6872216,0.852785198,-1.150188838
4,R2-12-47-3_meter_2,B,-137.0959489,-139.8655641,-236.6413591,-243.4421946
5,R2-12-47-3_meter_2,C,-137.0959489,-139.8655641,243.3578054,236.5586409
6,R2-12-47-3_meter_3,A,280.2364584,274.6872216,0.852785198,-1.150188838
7,R2-12-47-3_meter_3,B,-137.0959489,-139.8655641,-236.6413591,-243.4421946
8,R2-12-47-3_meter_3,C,-137.0959489,-139.8655641,243.3578054,236.5586409
9,R2-12-47-3_meter_4,A,280.2364584,274.6872216,0.852785198,-1.150188838
10,R2-12-47-3_meter_4,B,-137.0959489,-139.8655641,-236.6413591,-243.4421946
11,R2-12-47-3_meter_4,C,-137.0959489,-139.8655641,243.3578054,236.5586409
12,R2-12-47-3_meter_5,A,281.3411729,275.7700605,0.495054188,-1.515146738
13,R2-12-47-3_meter_5,B,-136.7896406,-139.5530677,-236.7471609,-243.5501339
14,R2-12-47-3_meter_5,C,-136.7896406,-139.5530677,243.2498661,236.4528391
15,R2-12-47-3_meter_6,A,280.2364584,274.6872216,0.852785198,-1.150188838
16,R2-12-47-3_meter_6,B,-137.0959489,-139.8655641,-236.6413591,-243.4421946
17,R2-12-47-3_meter_6,C,-137.0959489,-139.8655641,243.3578054,236.5586409
18,R2-12-47-3_meter_7,A,281.3411729,275.7700605,0.495054188,-1.515146738
19,R2-12-47-3_meter_7,B,-136.7896406,-139.5530677,-236.7471609,-243.5501339
20,R2-12-47-3_meter_7,C,-136.7896406,-139.5530677,243.2498661,236.4528391
21,R2-12-47-3_meter_8,A,281.1896741,275.6215617,0.65595525,-1.350995149
22,R2-12-47-3_meter_8,B,-136.7822176,-139.5454947,-236.7031865,-243.505271
23,R2-12-47-3_meter_8,C,-136.7822176,-139.5454947,243.294729,236.4968135
24,R2-12-47-3_meter_9,A,281.3411729,275.7700605,0.495054188,-1.515146738
25,R2-12-47-3_meter_10,A,281.3923242,275.820199,0.322418663,-1.691269849
26,R2-12-47-3_meter_11,A,281.3411729,275.7700605,0.495054188,-1.515146738
27,R2-12-47-3_meter_11,B,-136.7896406,-139.5530677,-236.7471609,-243.5501339
28,R2-12-47-3_meter_11,C,-136.7896406,-139.5530677,243.2498661,236.4528391
29,R2-12-47-3_meter_12,A,7271.99999,7127.99999,0.995853253,-1.00423052
30,R2-12-47-3_meter_12,B,-3564,-3636,-6171.65,-6298.35
31,R2-12-47-3_meter_12,C,-3564,-3636,6298.35,6171.65
32,R2-12-47-3_node_1,A,7310.33809,7165.57892,-16.60299848,-18.95861461
33,R2-12-47-3_node_2,A,7310.33809,7165.57892,-16.60299848,-18.95861461
34,R2-12-47-3_node_3,A,7310.33809,7165.57892,-16.60299848,-18.95861461
35,R2-12-47-3_node_3,B,-3553.379836,-3625.165287,-6176.450291,-6303.247267
36,R2-12-47-3_node_3,C,-3553.379836,-3625.165287,6293.452733,6166.849709
37,R2-12-47-3_node_4,A,7308.507653,7163.784729,-11.58537544,-13.83962544
38,R2-12-47-3_node_4,B,-3553.656295,-3625.447332,-6175.327532,-6302.101826
39,R2-12-47-3_node_4,C,-3553.656295,-3625.447332,6294.598174,6167.972468
40,R2-12-47-3_node_5,A,7308.989326,7164.256865,-12.09694274,-14.36152744
41,R2-12-47-3_node_5,B,-3553.679896,-3625.471409,-6175.467344,-6302.244462
42,R2-12-47-3_node_5,C,-3553.679896,-3625.471409,6294.455538,6167.832656
43,R2-12-47-3_node_6,A,7308.989326,7164.256865,-12.09694274,-14.36152744
44,R2-12-47-3_node_6,B,-3553.679896,-3625.471409,-6175.467344,-6302.244462
45,R2-12-47-3_node_6,C,-3553.679896,-3625.471409,6294.455538,6167.832656
46,R2-12-47-3_node_7,A,7309.00922,7164.276365,-12.11807141,-14.38308295
47,R2-12-47-3_node_7,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
48,R2-12-47-3_node_7,C,-3553.680871,-3625.472403,6294.449647,6167.826881
49,R2-12-47-3_node_8,A,7309.00922,7164.276365,-12.11807141,-14.38308295
50,R2-12-47-3_node_8,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
51,R2-12-47-3_node_8,C,-3553.680871,-3625.472403,6294.449647,6167.826881
52,R2-12-47-3_node_9,A,7309.00922,7164.276365,-12.11807141,-14.38308295
53,R2-12-47-3_node_9,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
54,R2-12-47-3_node_9,C,-3553.680871,-3625.472403,6294.449647,6167.826881
55,R2-12-47-3_node_10,A,7309.00922,7164.276365,-12.11807141,-14.38308295
56,R2-12-47-3_node_10,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
57,R2-12-47-3_node_10,C,-3553.680871,-3625.472403,6294.449647,6167.826881
58,R2-12-47-3_node_11,A,7309.00922,7164.276365,-12.11807141,-14.38308295
59,R2-12-47-3_node_11,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
60,R2-12-47-3_node_11,C,-3553.680871,-3625.472403,6294.449647,6167.826881
61,R2-12-47-3_node_12,A,7309.00922,7164.276365,-12.11807141,-14.38308295
62,R2-12-47-3_node_12,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
63,R2-12-47-3_node_12,C,-3553.680871,-3625.472403,6294.449647,6167.826881
64,R2-12-47-3_node_13,A,7309.00922,7164.276365,-12.11807141,-14.38308295
65,R2-12-47-3_node_13,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
66,R2-12-47-3_node_13,C,-3553.680871,-3625.472403,6294.449647,6167.826881
67,R2-12-47-3_node_14,A,7309.00922,7164.276365,-12.11807141,-14.38308295
68,R2-12-47-3_node_14,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
69,R2-12-47-3_node_14,C,-3553.680871,-3625.472403,6294.449647,6167.826881
70,R2-12-47-3_node_15,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
71,R2-12-47-3_node_16,A,7309.00922,7164.276365,-12.11807141,-14.38308295
72,R2-12-47-3_node_16,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
73,R2-12-47-3_node_16,C,-3553.680871,-3625.472403,6294.449647,6167.826881
74,R2-12-47-3_node_17,A,7309.00922,7164.276365,-12.11807141,-14.38308295
75,R2-12-47-3_node_17,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
76,R2-12-47-3_node_17,C,-3553.680871,-3625.472403,6294.449647,6167.826881
77,R2-12-47-3_node_18,A,7309.00922,7164.276365,-12.11807141,-14.38308295
78,R2-12-47-3_node_18,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
79,R2-12-47-3_node_18,C,-3553.680871,-3625.472403,6294.449647,6167.826881
80,R2-12-47-3_node_19,A,7309.00922,7164.276365,-12.11807141,-14.38308295
81,R2-12-47-3_node_19,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
82,R2-12-47-3_node_19,C,-3553.680871,-3625.472403,6294.449647,6167.826881
83,R2-12-47-3_node_20,A,7309.00922,7164.276365,-12.11807141,-14.38308295
84,R2-12-47-3_node_20,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
85,R2-12-47-3_node_20,C,-3553.680871,-3625.472403,6294.449647,6167.826881
86,R2-12-47-3_node_21,A,7309.00922,7164.276365,-12.11807141,-14.38308295
87,R2-12-47-3_node_21,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
88,R2-12-47-3_node_21,C,-3553.680871,-3625.472403,6294.449647,6167.826881
89,R2-12-47-3_node_22,A,7309.00922,7164.276365,-12.11807141,-14.38308295
90,R2-12-47-3_node_23,C,-3553.680871,-3625.472403,6294.449647,6167.826881
91,R2-12-47-3_node_24,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
92,R2-12-47-3_node_25,C,-3553.680871,-3625.472403,6294.449647,6167.826881
93,R2-12-47-3_node_26,B,-3553.680871,-3625.472403,-6175.473119,-6302.250353
94,R2-12-47-3_node_27,A,7280.309658,7136.14511,-2.824517869,-4.901780857
95,R2-12-47-3_node_27,B,-3561.638507,-3633.5908,-6172.724474,-6299.446181
96,R2-12-47-3_node_27,C,-3561.638507,-3633.5908,6297.253819,6170.575526
97,R2-12-47-3_node_28,A,7291.503656,7147.117445,-7.036252422,-9.198600956
98,R2-12-47-3_node_28,B,-3557.94027,-3629.817851,-6173.922117,-6300.668019
99,R2-12-47-3_node_28,C,-3557.94027,-3629.817851,6296.031981,6169.377883
100,R2-12-47-3_node_29,C,-3557.94027,-3629.817851,6296.031981,6169.377883
101,R2-12-47-3_node_30,C,-3557.94027,-3629.817851,6296.031981,6169.377883
102,R2-12-47-3_node_31,A,7280.309658,7136.14511,-2.824517869,-4.901780857
103,R2-12-47-3_node_32,C,-3557.94027,-3629.817851,6296.031981,6169.377883
104,R2-12-47-3_node_33,A,7280.309658,7136.14511,-2.824517869,-4.901780857
105,R2-12-47-3_node_34,A,7280.309658,7136.14511,-2.824517869,-4.901780857
106,R2-12-47-3_node_35,A,7280.309658,7136.14511,-2.824517869,-4.901780857
107,R2-12-47-3_node_36,A,7280.309658,7136.14511,-2.824517869,-4.901780857
108,R2-12-47-3_node_37,C,-3561.638507,-3633.5908,6297.253819,6170.575526
109,R2-12-47-3_node_38,C,-3557.94027,-3629.817851,6296.031981,6169.377883
110,R2-12-47-3_node_39,A,7280.309658,7136.14511,-2.824517869,-4.901780857
111,R2-12-47-3_node_39,C,-3561.638507,-3633.5908,6297.253819,6170.575526
112,R2-12-47-3_node_40,A,7280.309658,7136.14511,-2.824517869,-4.901780857
113,R2-12-47-3_node_40,C,-3561.638507,-3633.5908,6297.253819,6170.575526
114,R2-12-47-3_node_41,A,7280.309658,7136.14511,-2.824517869,-4.901780857
115,R2-12-47-3_node_41,C,-3561.638507,-3633.5908,6297.253819,6170.575526
116,R2-12-47-3_node_42,A,7280.309658,7136.14511,-2.824517869,-4.901780857
